"Substrat: Rock Wool
Seed: Carot
Seed Nbr: 1","Substrat: Coconut
Seed: Carot
Seed Nbr: 3","Substrat: Coconut
Seed: carot
Seed Nbr: 3","Substrat: Coconut
Seed: carot
Seed Nbr: 5","Substrat: Rock Wool
Seed: Salad
Seed Nbr: 1","Substrat: Rock Wool
Seed: Salad
Seed Nbr: 1"
"Substrat: Rock Wool
Seed: Carot
Seed Nbr: 1","Substrat: Coconut
Seed: Pepper
Seed Nbr: 1","Substrat: Coconut
Seed: carot
Seed Nbr: 3","Substrat: Coconut
Seed: carot
Seed Nbr: 5","Substrat: Rock Wool
Seed: Salad
Seed Nbr: 1","Substrat: Rock Wool
Seed: Salad
Seed Nbr: 1"
"Substrat: Rock Wool
Seed: Carot
Seed Nbr: 1","Substrat: Coconut
Seed: Pepper
Seed Nbr: 2","Substrat: Coconut
Seed: carot
Seed Nbr: 1","Substrat: Coconut
Seed: carot
Seed Nbr: 5","Substrat: Rock Wool
Seed: Salad
Seed Nbr: 1","Substrat: Rock Wool
Seed: Salad
Seed Nbr: 1"
"Substrat: Rock Wool
Seed: Carot
Seed Nbr: 8","Substrat: Coconut
Seed: Pepper
Seed Nbr: 2","Substrat: Coconut
Seed: salad
Seed Nbr: 1","Substrat: Coconut
Seed: salad
Seed Nbr: 1","Substrat: Rock Wool
Seed: Salad
Seed Nbr: 1","Substrat: Rock Wool
Seed: Salad
Seed Nbr: 1"
"Substrat: Rock Wool
Seed: Carot
Seed Nbr: 5","Substrat: Coconut
Seed: Pepper
Seed Nbr: 1","Substrat: Coconut
Seed: salad
Seed Nbr: 1","Substrat: Coconut
Seed: salad
Seed Nbr: 1","Substrat: Rock Wool
Seed: Salad
Seed Nbr: 10","Substrat: Rock Wool
Seed: Salad
Seed Nbr: 10"
"Substrat: Rock Wool
Seed: Carot
Seed Nbr: 10","Substrat: Coconut
Seed: Pepper
Seed Nbr: 1","Substrat: Coconut
Seed: salad
Seed Nbr: 10","Substrat: Coconut
Seed: salad
Seed Nbr: 10","Substrat: Rock Wool
Seed: Salad
Seed Nbr: 10","Substrat: Rock Wool
Seed: Salad
Seed Nbr: 10"
"Substrat: Rock Wool
Seed: Carot
Seed Nbr: 20","Substrat: Coconut
Seed: Pepper
Seed Nbr: 1","Substrat: Coconut
Seed: salad
Seed Nbr: 10","Substrat: Coconut
Seed: salad
Seed Nbr: 10","Substrat: Rock Wool
Seed: Bean
Seed Nbr: 1","Substrat: Rock Wool
Seed: Bean
Seed Nbr: 1"
"Substrat: Rock Wool
Seed: Carot
Seed Nbr: 1","Substrat: Rock Wool
Seed: Pepper
Seed Nbr: 1","Substrat: Coconut
Seed: Bean
Seed Nbr: 1","Substrat: Coconut
Seed: Bean
Seed Nbr: 1","Substrat: Rock Wool
Seed: Bean
Seed Nbr: 1","Substrat: Rock Wool
Seed: Bean
Seed Nbr: 1"
"Substrat: Rock Wool
Seed: Pepper
Seed Nbr: 1","Substrat: Rock Wool
Seed: Pepper
Seed Nbr: 1","Substrat: Coconut
Seed: Bean
Seed Nbr: 1","Substrat: Coconut
Seed: Bean
Seed Nbr: 1","Substrat: Rock Wool
Seed: Bean
Seed Nbr: 1","Substrat: Rock Wool
Seed: Bean
Seed Nbr: 1"
"Substrat: Rock Wool
Seed: Pepper
Seed Nbr: 2","Substrat: Rock Wool
Seed: Pepper
Seed Nbr: 1","Substrat: Coconut
Seed: Bean
Seed Nbr: 1","Substrat: Coconut
Seed: Bean
Seed Nbr: 1","Substrat: Rock Wool
Seed: Bean
Seed Nbr: 1",Water Level Sensor
